,Gene,IEI_Interactor
2091,ANP32B,"BCL10, CD81, PMS2, PTEN, SAR1B"
2092,BAAT,"BCL10, CDKN2A, MLH1, SRC, TP53"
2093,TRMO,"BCL10, MLH1, MYH9, NRAS, PMS2, PTEN, SRC, TGFBR2"
2094,CDC14B,"BCL10, CDKN2A, MSH2, TP53, TP53"
2095,FBP1,"BCL10, BRAF, MSH2, POT1, RELA, RELA"
2096,HEMGN,"BCL10, EP300, GATA1, KRAS, NRAS, RNF31, SRC, TRAF3"
2097,CCDC180,"BCL10, CDKN2A, MLH1, MSH2, NRAS, PMS2, PTEN, SRC"
2098,NANS,"BCL10, MSH6, RNASEH2A, SRC"
2099,RASA1,"BCL10, CDKN2A, HCK, HCK, HRAS, INSR, LCK, NRAS, PMS2, SRC, ZAP70"
2100,TGFB1,"BCL10, CDKN2A, LRRC32, LRRC32, SLC39A7, TGFBR1, TGFBR1, TGFBR1, TGFBR2, TGFBR2, TGFBR2, VTN"
2101,VAPB,"BCL10, CD79A, CDC42, CFTR, COPA, KRAS, KRAS, MAD2L2, RAC1, RAC2, RECQL4, RHOG, RHOH, STIM1, STK4, TFRC, TP53, UNC93B1"
2102,BIRC2,"BCL10, C1R, C1R, CASP8, CASP8, CASP8, CD27, CD27, CD27, CD40, CD40, CD40, CD40, CD40LG, CDC42, CDC42, HTRA2, HTRA2, IKBKG, IKBKG, KDM1A, MAP3K14, MAP3K14, MAP3K14, MRE11, NFKBIA, NFKBIA, NOD2, OSTM1, RAC1, RAC1, RIPK1, RIPK1, RIPK1, RIPK1, RIPK1, RIPK1, RIPK1, RIPK2, RIPK2, RNF31, RNF31, TLR3, TNFAIP3, TNFAIP3, TNFRSF1A, TNFRSF1A, TNFRSF1A, TNFRSF1A, TNFRSF1A, TNFRSF1A, TNFRSF1A, TNFSF12, TRADD, TRADD, TRAF3, TRAF3, XIAP, XIAP"
2103,ZNF444,"BCL10, PTX3"
2104,TNIP1,"BCL10, BCL10, FADD, FBF1, IKBKG, IKBKG, IKBKG, IKBKG, KRT8, MYD88, MYD88, NFKB1, NFKB1, NFKB1, NFKB1, NOD2, OFD1, PTX3, RBCK1, RNF31, TBK1, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFRSF1A, TNIP1, TNIP1, TNIP1, TNIP1, TNIP1, TRADD, TRAF3"
2105,RBCK1,"BCL10, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, MALT1, MALT1, NOD2, NOD2, NOD2, OTULIN, OTULIN, OTULIN, OTULIN, OTULIN, OTULIN, PTEN, RBCK1, RBCK1, RBCK1, RBCK1, RELA, RIPK1, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, RNF31, TLR3, TNFAIP3, TNFAIP3, TNFRSF1A, TNFRSF1A, TNFRSF1A, TP53"
2106,IKBKE,"BCL10, CHUK, IKBKB, IKBKG, IKBKG, IRF7, STING1, TBK1, TBK1, TBK1, TBK1, TBK1, TBK1, TNFRSF1A, TNIP1, TRAF3, TRAF3, TRAF3, TRAF3IP2, TRAF3IP2"
2107,CSNK1A1,"BCL10, CARD11, CARD11, COPA, FADD, FAS, IKBKG, KIF23, KRAS, KRAS, MALT1, NFKBIA, PTEN, PTEN, SH3KBP1, TP53, TP53, TP53"
2108,HTRA2,"BCL10, CD40, CD40, HTRA2, HTRA2, HTRA2, RECQL4, REL, TNFRSF1A, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP"
2109,AIP,"BCL10, CDK9, CDK9, CDK9, CDK9, FAS, HSPA9, IKBKG, IRF7, IRF7, LCK, OFD1, RECQL4, RET, RET, RET, SAMHD1, SLC39A7"
2110,TNFAIP3,"BCL10, CASP8, CASP8, CASP8, CASP8, FADD, FADD, FADD, IKBKB, IKBKB, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IRAK1, IRF7, MALT1, NFKB1, NOD2, RIPK1, RIPK1, RIPK1, RNF168, RNF168, RNF31, RNF31, RNF31, RNF31, STAT3, TBK1, TICAM1, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFAIP3, TNFRSF1A, TNFRSF1A, TNFRSF1A, TNFRSF1A, TNFRSF1A, TNFRSF1A, TNIP1, TNIP1, TP53, TP53, TRADD"
2111,RBBP7,"BCL11B, BCL11B, BCL11B, BRCA1, BRCA1, CDAN1, CREBBP, DNMT3B, EP300, FANCD2, IKZF1, IKZF3, KDM1A, KMT2A, MAD2L2, MAD2L2, MECOM, NCF1, NLRP3, RC3H1, RECQL4, TP53, WDR1"
2112,RBBP4,"BCL11B, BCL11B, BCL11B, BRCA1, CD81, CFTR, CREBBP, CREBBP, DNMT3B, EP300, EP300, FANCD2, FAS, IKZF1, IKZF1, IKZF1, IKZF3, ISG15, KDM1A, KDM1A, KMT2A, KRAS, MECOM, MECOM, MRE11, NPC1, RECQL4, RIT1, TP53"
2113,NR2F1,"BCL11B, CD70, CD70"
2114,SP1,"BCL11B, BRCA1, BRCA1, BRCA1, CDKN2A, CREBBP, CREBBP, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, EP300, MAPK8, NFKB1, NFKB1, NFKB1, PRKCD, PRKCD, PRKDC, RELA, RELA, RELA, RELA, SMAD3, SMAD3, SMAD3, STAT3, SYK, TBX21, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53, TP53"
2115,DDB1,"BCL11B, BRCA1, BRCA1, DCLRE1C, DCLRE1C, EP300, EP300, EP300, FANCD2, GATA2, GATA3, HAX1, HELLS, HELLS, IKZF1, INO80, INVS, ISG15, KIF23, KRAS, LIG1, LIG1, MCM10, MCM10, PMS2, POLE, PTEN, RAF1, RAG1, RAG1, RAG2, RECQL4, RECQL4, RECQL4, SAMHD1, SLX4, TERF2, TET2, TGFB1, TP53, TP53, UBA1, UNG"
2116,CHD5,"BCL11B, BCL11B, HCK"
2117,SAP130,"BCL11B, GATA2, SMAD3, TERF2IP"
2118,BCL11A,"BCL11B, BCL11B, ZBTB24"
2119,ARID4B,"BCL11B, DDX41, ELF4, GATA2, IRF8, LACC1, LACC1, LACC1, RANBP2, RPS26"
2120,LIN9,"BCL11B, KRAS, KRAS, TERF2IP"
2121,BPTF,"BCL11B, BRCA1, ELF4, RFXANK, RFXANK, SMAD3, TERF2IP, TP53"
2122,CHD3,"BCL11B, BCL11B, CASP8, CREBBP, EP300, HCK, IKZF1, IKZF1, IKZF1, IKZF1, IKZF3, KDM1A, KDM1A, KIF23, KMT2A, OTUD6B, RAD51, RECQL4, RPL10, RPL36, TERF2IP, TTR, TTR"
2123,MBD2,"BCL11B, BCL11B, IKZF1, IKZF3, KDM1A, KDM1A"
2124,C17orf49,"BCL11B, TERF2IP"
2125,CDK2AP1,"BCL11B, BCL11B"
2126,SUDS3,"BCL11B, EP300, KRAS, LACC1, LACC1, LACC1, PTEN"
2127,MAP3K20,"BCL11B, CDC42, PSENEN, RPL10, TGFBR1, TP53"
2128,CCNJ,BCL11B
2129,CCNH,"BCL11B, CDK9, ERCC3, ERCC3, ERCC3, ERCC3, ERCC3, ERCC3, ERCC3, GTF2H5, KRAS, TP53"
2130,ZNF296,BCL11B
2131,DPP9,"BCL11B, GAS2L2, HRAS, STAT2, STAT2, TIMM50, TIMM50, TP53"
2132,TCF7,BCL11B
2133,IQGAP3,"BCL11B, CARMIL2, CDC42, CDC42, CDC42, CFTR, IL17RA, INAVA, KIF23, MECOM, NFKB1, RAC1, RAC1, RAC1, RFXANK"
2134,ARID5B,"BCL11B, GATA2, ISG15"
2135,CDK7,"BCL11B, CCNO, CDK9, CDK9, ERCC3, ERCC3, ERCC3, ERCC3, ERCC3, ERCC3, GTF2H5, GTF2H5, KRAS, RIT1, THRA, TP53"
2136,TOP3A,"BLM, BLM, BLM, BLM, BLM, BLM, BLM, BLM, BLM, BLM, BLM, BLM, BRCA1, FAAP100, FANCA, FANCA, FANCA, FANCA, FANCA, FANCA, FANCD2, FANCD2, FANCG, FANCM, FANCM, FANCM, FANCM, KRAS, LSM11, RIT1"
2137,CHAF1A,"BLM, BLM, BLM, CREBBP, FANCD2, GFI1, GFI1, KRAS, LZTR1, MAD2L2, MAD2L2, MSH6, MSH6, MSH6, PIK3R1, REL, REL, TERF2IP"
2138,XRCC2,"BLM, BLM, FPR1, RAD51, RAD51, RAD51C, RAD51C, RAD51C, RAD51C"
2139,SYN1,"BLM, HAX1, HAX1, HAX1"
2140,BRIP1,"BLM, BLM, BLM, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRIP1, BRIP1, BRIP1, CREBBP, FANCD2, FANCD2, IL17RA, MLH1, MLH1, MLH1, MLH1, MLH1, MLH1, MRE11, MRE11, MRE11, NBN, PALB2, PMS2, PMS2, RAD50, TERF2IP"
2141,RPA3,"BLM, BLM, BLM, BRCA1, CNBP, EP300, FAS, KRAS, POLD1, RFWD3, RFWD3, RFWD3, RFWD3, RIT1, STAT5B, TERF2IP"
2142,TEP1,"BLM, BRCA2, F12, NEUROG3, NEUROG3, TERF2, TERF2, TIRAP, TIRAP, TIRAP"
2143,UIMC1,"BLM, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA1, BRCA2, C1QBP, CREBBP, FANCG, TERF2IP, TP53"
2144,RMI1,"BLM, BLM, BLM, BLM, BRCA1, FAAP100, FANCA, FANCA, FANCD2, FANCF, FANCM, FANCM, FANCM, FANCM, FANCM"
2145,MIB1,"BLM, BLM, HAX1, IFNG, OFD1, PTPN22, RET, TBK1, TBK1"
2146,PWP1,"BLM, EP300, FAS, IRF9, KRAS, RBM8A, RC3H1, RIT1, RPL15, RPL15, RPL5, STAT4, TP53"
2147,FAN1,"BLM, FANCD2, FANCD2, FANCD2, FANCD2, FANCD2, FANCD2, FANCI, MLH1, MLH1, MLH1, MLH1, MLH1, MLH1, PMS2, PMS2, PMS2, PMS2"
2148,AQR,"BLM, KRAS, RIT1, SRC, UBR5, USB1, USB1, USB1"
2149,MMS22L,"BLM, BRCA1, KRAS, RIT1, TONSL, TONSL, TONSL, TONSL, TONSL"
2150,ELK4,"BLM, BRCA1, BRCA1, MAPK8"
2151,RPS14,"BLM, BRCA1, C1QBP, CD81, FANCD2, KIF23, KRAS, KRAS, NCSTN, RANBP2, RBM8A, RC3H1, RC3H1, RECQL4, RIPK2, RIT1, RNF31, RPL10, RPL10, RPL11, RPL11, RPL15, RPL18, RPL18, RPL19, RPL19, RPL19, RPL26, RPL27, RPL35A, RPL36, RPL5, RPL5, RPL9, RPL9, RPS10, RPS10, RPS10, RPS15A, RPS19, RPS19, RPS24, RPS26, RPS27, RPS28, RPS29, RPS7, SRP72, TP53"
2152,XIAP,"BLM, BRCA1, BRCA1, CASP10, CASP8, CASP8, CDC42, CDC42, EXTL3, HAX1, HAX1, HTRA2, HTRA2, HTRA2, HTRA2, HTRA2, HTRA2, HTRA2, HTRA2, HTRA2, NOD2, OSTM1, PTEN, PTEN, RAC1, RAC1, RAF1, RAF1, RAF1, RAF1, RIPK1, RIPK2, RIPK2, RIPK2, RIPK2, RIPK2, TBK1, TBK1, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP, XIAP"
2153,SNRNP200,"BLM, BRCA1, BRCA1, BRCA1, CREBBP, EP300, FANCD2, FERMT3, IRAK1, ISG15, ISG15, KIF23, KRAS, PTEN, RAB27A, RBM8A, RC3H1, RC3H1, RECQL4, RIT1, RNF113A, RNF113A, RNF113A, RNF113A, TIRAP, TOP2B, USB1"
2154,POU3F3,BLM
2155,RPS27A,"BLM, BRAF, COPA, DOCK8, HRAS, ISG15, KRAS, KRAS, MECOM, PSMA3, PTEN, PTEN, RAC1, RC3H1, RIPK1, RIT1, RPL10, RPL10, RPL11, RPL11, RPL15, RPL18, RPL19, RPL19, RPL26, RPL5, RPL9, RPS10, RPS15A, RPS19, RPS19, RPS24, RPS26, RPS27A, RPSA, RPSA, RPSA, UBA1, UBR5"
2156,RPL37,"BLM, HCK, KRAS, RIT1, RPL27, RPS15, RPS15A"
2157,RAD23B,"BLM, ISG15, MAD2L2, MAD2L2, MLH1, PSMA3, RBM8A, RECQL4"
2158,TRIM8,"BLM, CBL, NFKBIA, PTEN, RNF168, TICAM1, TNFAIP3, TP53, XIAP"
2159,TREX2,"BLM, FANCD2"
2160,RPL14,"BLM, BRCA1, CFTR, CNBP, CNBP, DKC1, EP300, FANCD2, KIF23, KRAS, MAD2L2, MAD2L2, MAP3K14, NLRP7, PTEN, PTEN, PTEN, RBM8A, RC3H1, RECQL4, RECQL4, RPL10, RPL10, RPL11, RPL11, RPL18, RPL18, RPL19, RPL26, RPL27, RPL36, RPL36, RPL5, RPL5, RPL9, RPS10, RPS15A, RPS19, RPS24, RPS7, RPSA, SRP72, TCF3, TP53, TP53, UBR5"
2161,RREB1,"BLM, KDM1A, KDM1A, TERF2IP, TP53"
2162,RPL7,"BLM, BRCA1, CD4, CDK9, CFTR, CNBP, CNBP, DKC1, FANCD2, KIF23, KRAS, KRAS, KRAS, MAD2L2, MAD2L2, MAP2K1, MAP3K14, MTHFD1, NLRP7, NOS2, PSMB10, PTEN, PTEN, RBM8A, RC3H1, RC3H1, RECQL4, RECQL4, RIT1, RPL10, RPL10, RPL10, RPL11, RPL11, RPL11, RPL11, RPL15, RPL18, RPL18, RPL19, RPL19, RPL26, RPL27, RPL36, RPL36, RPL36, RPL5, RPL5, RPS10, RPS14, RPS15, RPS15A, RPS19, RPS26, SRP72, TGFB1, TP53"
2163,ALDH3B1,"BLM, GP9, NOS2"
2164,MORF4L2,"BLM, BRCA1, PALB2, PALB2, PALB2, RC3H1, RECQL4"
2165,H2AC13,"BLM, RIT1, RNF168, RPL35A"
2166,NDUFA13,"BLM, HTRA2, KRAS, KRAS, LIG4, RTEL1, STAT3"
2167,KLF16,"BLM, EP300, KRAS"
2168,CARS2,"BLM, C1QBP, PTEN, RHOG, TRAP1"
2169,AKR1B1,"BLM, CDC42, MSN"
2170,RAMP1,BLM
2171,PSMD1,"BLM, BRCA1, CFTR, CTNNBL1, EP300, FANCD2, ISG15, KIF23, KRAS, PSMA3, PSMA3, PSMA3, PSMB4, PSMB4, PSMB9, PSMB9, PSMB9, RAC2, RANBP2, RECQL4, RHOH, RPS24, TP53"
2172,HES5,"BLM, PTEN, STAT3"
2173,RPL23A,"BLM, BRCA1, C1QBP, CD81, CDK9, CNBP, FANCD2, ISG15, KIF23, KRAS, KRAS, NLRP7, PSTPIP1, PTEN, PTEN, RBM8A, RC3H1, RC3H1, RECQL4, RIT1, RNF31, RPL10, RPL10, RPL10, RPL11, RPL11, RPL11, RPL15, RPL15, RPL15, RPL18, RPL18, RPL19, RPL19, RPL19, RPL27, RPL36, RPL36, RPL5, RPL9, RPS14, RPS15A, RPS17, RPS19, RPS19, RPS24, RPS26, RPS7, RPSA, SRP72, TCF3, TGFB1, TP53, TP53"
2174,URI1,"BLM, COPG1, ITCH, KRAS, KRAS, OFD1, POLR3A, PPP1CB, PPP1CB, RECQL4, RIT1"
2175,CEBPD,"BLM, EP300, FANCD2, FANCD2, RELA, SMAD3"
2176,CASP8,"BLM, CASP10, CASP10, CASP10, CASP8, CASP8, CASP8, CASP8, CASP8, CHUK, FADD, FADD, FADD, FADD, FADD, FADD, FADD, FADD, FADD, FADD, FADD, FADD, FADD, FADD, FADD, FADD, FADD, FADD, FAS, FAS, FAS, FAS, FAS, FAS, FAS, FAS, FAS, FAS, FAS, FAS, FASLG, FASLG, FASLG, IKBKB, MAPK8, MSN, NLRP3, PTEN, PTEN, RIPK1, RIPK1, RIPK1, RIPK1, RIPK1, RIPK1, RIPK1, RIPK1, RIPK1, RIPK1, RIPK1, RIPK1, SRC, SRC, SRC, TLR3, TNFAIP3, TNFAIP3, TP53, TRADD, XIAP"
2177,MCM3AP,"BLM, CDC42, EP300, MAP2K2, RAC1, SMAD3, TERF2"
2178,HPS5,"BLM, HPS6, KIF23"
2179,CORO7,"BLM, CDC42, SRC, SRC, TP53"
2180,PSME3IP1,"BLM, HTRA2, PRKCD, PSMB4, PSMB9, PSMB9, PSMB9, RPL15, RPL15"
2181,PDE5A,"BLM, MSH5"
2182,NEK4,"BLM, C4BPB, C4BPB, C4BPB, CD79A, CD79A, RPGR"
2183,HERC2,"BLM, BRCA1, BRCA1, C5AR2, CAVIN1, CCDC65, CCDC65, CDC42, ODAD3, RNF168, RPS24, SAMD3, TP53"
2184,RMI2,"BLM, BLM, BLM, BRCA1, FAAP100, FANCA, FANCD2, FANCM, FANCM"
2185,SPIDR,"BLM, BLM, BLM, RAD51, RAD51"
2186,DNA2,"BLM, CTNNBL1, EP300, EP300, EP300, FANCD2, KRAS, LYN, RIT1"
2187,VAV1,"BLNK, BTK, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CD19, CD19, CD28, CDC42, CDC42, DOCK2, HNRNPK, IL6ST, JAK2, JAK2, JAK2, PIK3R1, PIK3R1, PIK3R1, PIK3R1, PLCG2, PTPN22, RAC1, RAC1, SH3BP2, SH3BP2, SH3BP2, SP110, SPI1, SYK, SYK, SYK, TYK2, VAV1, ZAP70"
2188,GRB2,"BLNK, BLNK, BLNK, BLNK, BLNK, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CD28, CD28, CD3D, CD3G, CD81, CDC42, CSF3R, ETV6, ETV6, FASLG, FASLG, FBF1, FCGR2B, HRAS, IKZF3, IL2RB, IL6ST, IL6ST, INSR, ITCH, ITGA2B, ITK, ITK, JAK1, JAK2, KRAS, KRAS, KRAS, LCP2, LCP2, LCP2, LCP2, LCP2, MRE11, NCF1, NFE2L2, NFE2L2, NRAS, PIK3R1, PIK3R1, PIK3R1, PIK3R1, PIK3R1, PTEN, PTPN11, PTPN11, PTPN11, PTPN11, PTPN11, PTPN11, PTPN11, PTPN11, PTPN11, PTPN22, RAC1, RAC1, RAD50, RAD51, RECQL4, RET, RIT1, SH3BP2, SH3KBP1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS1, SOS2, SRC, SYK, SYK, TNFRSF1A, VAV1, VAV1, VAV1, VAV1, VAV1, VAV1, VAV1, WAS, ZAP70, ZAP70, ZNF341"
2189,MAP4K1,"BLNK, BLNK, CARD11, IKBKG, TBK1"
2190,CD79A,"BLNK, BLNK, BLNK, CD19, FANCA, HMOX1, PTPRC"
2191,BTK,"BLNK, BLNK, BLNK, BTK, BTK, BTK, BTK, BTK, BTK, FASLG, HRAS, JAK1, KRAS, MYD88, NRAS, PLCG2, STAT5A, TIRAP, TP53"
2192,HSPH1,"BLNK, BRCA1, CFTR, CFTR, HSPA9, MAP2K1, MSN, NCF1, NOS2, POLD1, PTEN, RC3H1, RECQL4, RECQL4, SAMHD1, SH3KBP1, SRC, TERF2, TGFB1, TP53, TP53"
2193,MYBPC3,"BLNK, NCF1"
2194,CLEC17A,BLNK
2195,DOK3,"BLNK, BLNK, CBL, STAT3"
2196,TLN1,"BLNK, BRCA1, EP300, FANCD2, FGB, FGB, GTF2E2, GTF2E2, ITGB3, ITGB3, RPL35A, SAR1B, SKIC3, SRC, TERF2"
2197,LYN,"BLNK, BTK, CBL, CBL, CBL, CDC42, CSF3R, CTLA4, FASLG, FCGR2A, FCGR2B, GP1BA, GP1BB, HRAS, HRAS, HRAS, KIF23, KRAS, KRAS, KRAS, KRAS, LCP2, LCP2, LYN, LYN, MYH9, NRAS, NRAS, NRAS, PIK3CG, PLCG2, PLCG2, PTPRC, RAC1, RAC2, RHOH, SRC, STAT3, SYK, SYK, TP53, UNC119"
2198,SYK,"BLNK, BLNK, BTK, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CBL, CD19, CD4, CD79A, CD79B, CLEC7A, CSF3R, EP300, FCGR2A, FCGR3A, ITGB3, LCK, LCK, MYD88, PIK3R1, PIK3R1, PLCG2, SH3BP2, SRC, SRC, STAT3, STAT3, SYK, SYK, SYK, TICAM1, TLR3, TNFRSF1A, TP53, TRAF3IP2, VAV1, VAV1, VAV1, VAV1"
2199,PLCG2,"BLNK, BLNK, BTK, LYN, PIK3R1, PTPN11"
2200,VAV3,"BLNK, INSR, RAC1, RHOG, TNFRSF11A, TRAF3"
2201,MAP2K4,"BLNK, BLNK, ITCH, ITCH, MAP3K8, MAPK8, MAPK8, MAPK8"
2202,PPP2R2C,"BLNK, TP63"
2203,AIFM1,"BLNK, CDC42, CDK9, CFTR, CFTR, EP300, HTRA2, IRAK1, MAD2L2, MLH1, MLH1, NOS2, PMS2, PSMB10, RAF1, RC3H1, RECQL4, SGPL1, TONSL, TP53, UNC93B1, XIAP, XIAP"
2204,WDR81,"BLNK, CDC42, F12"
2205,GRAP2,"BLNK, CD28, CD28, CD28, CD28, HNRNPK, HNRNPK, IFNAR2, IFNAR2, IFNAR2, KRAS, LCP2, LCP2, LCP2, LCP2, LCP2, LCP2, LCP2, LCP2, LCP2, LCP2, LCP2, LCP2, SYK"
2206,BLOC1S1,"BLOC1S3, BLOC1S6, BLOC1S6, BLOC1S6, BLOC1S6, BLOC1S6, DTNBP1, DTNBP1, DTNBP1, DTNBP1, FGG, LAMTOR2, PTEN"
2207,SNAPIN,"BLOC1S3, BLOC1S6, BLOC1S6, BLOC1S6, COG6, COG6, DTNBP1, DTNBP1, DTNBP1, DTNBP1, DTNBP1, DTNBP1, DTNBP1, ODAD3, ODAD3, ODAD3"
2208,BLOC1S6,"BLOC1S3, BLOC1S6, BLOC1S6, BLOC1S6, DTNBP1, DTNBP1, DTNBP1, DTNBP1, DTNBP1, STX11"
2209,BLOC1S5,"BLOC1S3, BLOC1S6, BLOC1S6, BLOC1S6, DTNBP1, DTNBP1, DTNBP1, DTNBP1, DTNBP1"
2210,SKA1,"BLOC1S6, BLOC1S6, BLOC1S6, BLOC1S6"
2211,PLEKHF2,"BLOC1S6, C3, DNAAF11, DOCK2, INO80, MAP2K1, RGS10, SEPTIN6, TRIM22"
2212,EXOC8,"BLOC1S6, BLOC1S6, CFTR, IKZF3"
2213,LURAP1,BLOC1S6
2214,BLOC1S3,"BLOC1S6, BLOC1S6, BLOC1S6, DTNBP1, DTNBP1, DTNBP1, DTNBP1"
2215,DTNBP1,"BLOC1S6, BLOC1S6, BLOC1S6, FAS"
2216,BLOC1S4,"BLOC1S6, BLOC1S6, DTNBP1, DTNBP1, DTNBP1"
2217,STX12,"BLOC1S6, BLOC1S6, BLOC1S6, CD79A, CDC42, HRAS, KRAS, KRAS, KRAS, LAMTOR2, MYH9, NPC1, NRAS, NRAS, RAC2, RAP1B, RHOH, TFRC, TFRC"
2218,RABGEF1,"BLOC1S6, BLOC1S6, CBL, EP300, FGG, TNFRSF1A, TNFRSF1A"
2219,CCDC136,"BLOC1S6, BLOC1S6, GFI1B, ZBTB24"
2220,CORO6,"BLOC1S6, CORO1A, CORO1A"
2221,HAUS1,"BLOC1S6, DTNBP1, FAS, KRAS, ODAD1, ODAD1, STX11, TP53"
2222,SYCE3,BLOC1S6
2223,STX1A,"BLOC1S6, CFTR, HAX1, HAX1, HAX1, HMOX1"
2224,IFT20,"BLOC1S6, CORO1A, CORO1A, CORO1A, CORO1A, DTNBP1, DTNBP1, FBF1, NME8, TREX1"
2225,MLPH,"BLOC1S6, MYO5A, MYO5A, MYO5A, MYO5A, RAB27A, RAB27A, RAB27A, RAB27A, RAB27A, RAB27A"
2226,RINT1,"BLOC1S6, C5AR1, FANCG, FAS, GFI1B, PSTPIP1, RAC2, RAD50, RAD50, RAD50, RHOG, STIM1, STX3, UNC93B1"
2227,STX11,"BLOC1S6, IKBKG, STX11, STX11"
2228,TPM1,"BLOC1S6, BRCA1, CDC42, CDK9, CFTR, EP300, IRF8, ISG15, MYH9, NOD2, NPC1, PPP1CB, PSMB10, RAB27A, STAT1, STAT5B, TET2, TGFBR1, TP53"
2229,KRT72,"BLOC1S6, CFTR"
2230,TRAK1,BLOC1S6
2231,C4orf46,BLOC1S6
2232,INSYN1,BLOC1S6
2233,SMN2,"BLOC1S6, CD40, HAX1, KRAS, RHOH, RIT1"
2234,NUP62,"BLOC1S6, ETV6, FAS, KRAS, KRT8, MOGS, NUP214, NUP214, RANBP2, RIT1, STAT3, STAT4, TRAF3, TRAF3, UNC93B1"
2235,BNIP1,"BLOC1S6, CXCR4, STX3"
2236,VPS53,"BLOC1S6, CCDC40, CCDC40, DTNBP1, DTNBP1, DTNBP1, KDM1A, KRAS, KRT8, PTEN, TFRC, UNC93B1, VPS45"
2237,TBK1,"BLOC1S6, HTRA2, ICOS, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IKBKG, IRF3, IRF3, IRF3, IRF3, IRF3, IRF3, IRF3, IRF3, KRT8, NFKB1, OFD1, PROS1, STING1, STING1, STING1, STING1, STING1, STING1, STING1, STING1, STING1, STING1, STING1, STING1, STING1, STING1, STX11, STX11, STX11, STX3, STX3, STX3, SYK, TBK1, TBK1, TBK1, TBK1, TBK1, TBK1, TBK1, TBK1, TBK1, TBK1, TBK1, TICAM1, TICAM1, TICAM1, TICAM1, TICAM1, TICAM1, TLR3, TLR3, TNFAIP3, TNFAIP3, TNFAIP3, TNFRSF1A, TNIP1, TNIP1, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3, TRAF3IP2, TRAF5, TRAF5"
2238,POC1A,"BLOC1S6, COG6, COG6, CORO1A, IKZF1, IKZF1, RNF168, SIAE, SIAE"
2239,MCC,"BLOC1S6, ERBIN, GTF2E2, GTF2E2, SP110"
2240,BCAS4,"BLOC1S6, DTNBP1, DTNBP1, DTNBP1"
2241,BORCS5,"BLOC1S6, LAMTOR2, STX11, STX11, TP53"
2242,VAMP8,"BLOC1S6, CDC42, DTNBP1, DTNBP1, DTNBP1, HRAS, HRAS, KRAS, MLH1, NPC1, NRAS, RHOG, STX11, STX11, STX11, STX3, STX3, STX3, STX3, STX3"
